Date,Year,Month,Day,Zulu Hours,TACC Sorties,High Priority Sorties,Flying Hours,Cargo (Stons),Passengers
10/3/13,2013,10,3,14,7,0,36.5,44.48,226
10/3/13,2013,10,3,15,6,1,36.8,28.91,411
10/3/13,2013,10,3,16,8,4,17.9,29.7,187
10/3/13,2013,10,3,17,5,1,14.2,52.3,48
10/3/13,2013,10,3,18,10,1,33.4,7.1,252
10/3/13,2013,10,3,19,12,1,52.6,203.63,91
10/3/13,2013,10,3,20,11,1,37.7,73.97,46
10/3/13,2013,10,3,21,11,2,37.7,48.53,13
10/3/13,2013,10,3,22,5,1,17.3,55.24,120
10/3/13,2013,10,3,23,7,1,23.8,68.67,10
10/4/13,2013,10,4,0,7,0,34.5,81.34,0
10/4/13,2013,10,4,1,11,1,41.1,213.85,315
10/4/13,2013,10,4,2,7,2,18.3,103.01,5
10/4/13,2013,10,4,3,3,2,7,20.68,3
10/4/13,2013,10,4,4,7,1,35,12.88,166
10/4/13,2013,10,4,5,7,0,32.7,0.01,30
10/4/13,2013,10,4,6,13,1,49.5,92.74,550
10/4/13,2013,10,4,7,9,0,49,29.22,40
10/4/13,2013,10,4,8,7,0,37.3,83.67,53
10/4/13,2013,10,4,9,5,0,9.4,92.1,54
10/4/13,2013,10,4,10,6,0,24.5,42.1,272
10/4/13,2013,10,4,11,5,0,30.6,33.5,183
10/4/13,2013,10,4,12,6,1,29,84.44,0
10/4/13,2013,10,4,13,13,0,45.1,22.042,474
10/4/13,2013,10,4,14,6,0,27.6,29.6,14
10/4/13,2013,10,4,15,5,0,15.5,14.2,102
10/4/13,2013,10,4,16,11,0,37.9,58.5,200
10/4/13,2013,10,4,17,13,1,49.4,77.14,165
10/4/13,2013,10,4,18,9,0,29.4,110.09,169
10/4/13,2013,10,4,19,5,1,16.8,0,12
10/4/13,2013,10,4,20,5,0,14.2,26.8,75
10/4/13,2013,10,4,21,11,0,37.4,129.45,278
10/4/13,2013,10,4,22,5,0,24,54.36,235
10/4/13,2013,10,4,23,5,0,22,102.23,11
10/5/13,2013,10,5,0,6,0,36.3,53.53,68
10/5/13,2013,10,5,1,5,0,27.9,95.51,36
10/5/13,2013,10,5,2,9,0,37,103.51,433
10/5/13,2013,10,5,3,8,2,51.6,72.07,55
10/5/13,2013,10,5,4,9,0,44,65.42,1
10/5/13,2013,10,5,5,4,1,19.4,30,195
10/5/13,2013,10,5,6,5,0,14.7,47.7,16
10/5/13,2013,10,5,7,4,0,18.7,54.4,0
10/5/13,2013,10,5,8,5,0,22.1,40.8,173
10/5/13,2013,10,5,9,8,0,40.9,72.7,23
10/5/13,2013,10,5,10,9,0,46.9,54.41,3
10/5/13,2013,10,5,11,9,1,41.3,74.2,235
10/5/13,2013,10,5,12,9,0,50,29.04,189
10/5/13,2013,10,5,13,4,0,18.2,0,0
10/5/13,2013,10,5,14,10,2,42.1,4.65,168
10/5/13,2013,10,5,15,8,0,21.4,37.5,4
10/5/13,2013,10,5,16,9,0,40.2,59.4,492
10/5/13,2013,10,5,17,10,1,32.1,46.46,107
10/5/13,2013,10,5,18,8,0,20.1,15.05,176
10/5/13,2013,10,5,19,8,0,26.6,27,250
10/5/13,2013,10,5,20,17,0,59.8,53.53,165
10/5/13,2013,10,5,21,7,0,21.1,95.99,175
10/5/13,2013,10,5,22,8,0,31.2,180.4,56
10/5/13,2013,10,5,23,9,1,52,77.73,32
10/6/13,2013,10,6,0,14,1,55.4,63,29
10/6/13,2013,10,6,1,5,1,22.1,38.4,204
10/6/13,2013,10,6,2,8,0,44.8,41,440
10/6/13,2013,10,6,3,5,0,37.4,14.4,10
10/6/13,2013,10,6,4,8,0,46.9,71.39,544
10/6/13,2013,10,6,5,6,0,28.1,47.21,49
10/6/13,2013,10,6,6,7,0,22.7,23.46,72
10/6/13,2013,10,6,7,1,0,5.2,0,6
10/6/13,2013,10,6,8,3,0,9.3,45.32,1
10/6/13,2013,10,6,9,5,1,21.7,57.27,292
10/6/13,2013,10,6,10,10,1,45.4,1.96,12
10/6/13,2013,10,6,11,15,2,68.8,62.15,223
10/6/13,2013,10,6,12,5,0,11.8,10.37,215
10/6/13,2013,10,6,13,2,0,2.8,12.43,4
10/6/13,2013,10,6,14,10,0,35.2,0,30
10/6/13,2013,10,6,15,8,0,35,13.64,440
10/6/13,2013,10,6,16,6,0,24,139.71,22
10/6/13,2013,10,6,17,13,1,47.5,62.21,144
10/6/13,2013,10,6,18,3,0,12,12.92,119
10/6/13,2013,10,6,19,8,0,24.1,75.46,27
10/6/13,2013,10,6,20,1,1,9.6,0,0
10/6/13,2013,10,6,21,7,1,29.4,18.75,20
10/6/13,2013,10,6,22,7,0,34.2,79.94,162
10/6/13,2013,10,6,23,10,0,39,144.5,25
10/7/13,2013,10,7,0,7,0,39.4,64.71,191
10/7/13,2013,10,7,1,9,0,48.1,0.01,335
10/7/13,2013,10,7,2,8,0,42,4.84,134
10/7/13,2013,10,7,3,4,0,24.2,42.6,16
10/7/13,2013,10,7,4,10,0,60.1,15.96,300
10/7/13,2013,10,7,5,4,0,12.1,102.09,2
10/7/13,2013,10,7,6,7,0,23.4,97.23,2
10/7/13,2013,10,7,7,9,1,52.5,26.15,174
10/7/13,2013,10,7,8,8,0,45.8,11.36,222
10/7/13,2013,10,7,9,7,0,24.4,49.1,107
10/7/13,2013,10,7,10,4,0,17.2,75.94,4
10/7/13,2013,10,7,11,6,0,38.2,9.4,160
10/7/13,2013,10,7,12,3,0,12.6,48.78,260
10/7/13,2013,10,7,13,11,0,36.4,44.67,153
10/7/13,2013,10,7,14,11,0,48.1,30.21,24
10/7/13,2013,10,7,15,5,0,28.6,29.58,11
10/7/13,2013,10,7,16,8,1,31.4,12.19,0
10/7/13,2013,10,7,17,14,2,61.1,35.47,154
10/7/13,2013,10,7,18,5,0,26.5,0,147
10/7/13,2013,10,7,19,8,0,24.9,66.91,153
10/7/13,2013,10,7,20,7,1,19.2,90.85,108
10/7/13,2013,10,7,21,7,0,30.1,60.27,32
10/7/13,2013,10,7,22,12,0,58.7,143.02,256
10/7/13,2013,10,7,23,2,0,10,0,12
10/8/13,2013,10,8,0,8,0,34.3,54.62,335
10/8/13,2013,10,8,1,11,1,52.6,173.14,478
10/8/13,2013,10,8,2,3,0,9.2,65.61,0
10/8/13,2013,10,8,3,8,1,31.8,103.85,376
10/8/13,2013,10,8,4,2,1,9.7,35.2,207
10/8/13,2013,10,8,5,7,0,38,183.13,11
10/8/13,2013,10,8,6,9,1,28.6,23.93,23
10/8/13,2013,10,8,7,5,0,16.4,79.41,51
10/8/13,2013,10,8,8,8,0,62.1,49.85,2
10/8/13,2013,10,8,9,6,0,35.7,75.4,131
10/8/13,2013,10,8,10,8,1,44.4,60.04,0
10/8/13,2013,10,8,11,6,0,33.6,28.1,266
10/8/13,2013,10,8,12,2,0,9.9,0,0
10/8/13,2013,10,8,13,4,0,7.1,17.36,81
10/8/13,2013,10,8,14,8,1,26.7,23.9,259
10/8/13,2013,10,8,15,4,1,24.5,6.64,17
10/8/13,2013,10,8,16,12,0,46.1,9.87,416
10/8/13,2013,10,8,17,12,2,55.3,0.92,187
10/8/13,2013,10,8,18,6,0,21.2,12.68,40
10/8/13,2013,10,8,19,8,0,34.9,20.14,727
10/8/13,2013,10,8,20,7,0,21.8,58.93,13
10/8/13,2013,10,8,21,6,1,36.6,45,2
10/8/13,2013,10,8,22,10,0,45,215.31,52
10/8/13,2013,10,8,23,10,0,44.8,74.32,131
10/9/13,2013,10,9,0,10,0,45.7,125.25,647
10/9/13,2013,10,9,1,7,2,29.9,32.91,319
10/9/13,2013,10,9,2,9,0,49.2,32.4,34
10/9/13,2013,10,9,3,4,1,18.6,0.3,215
10/9/13,2013,10,9,4,8,0,52.7,65.6,363
10/9/13,2013,10,9,5,9,0,59.2,5.14,171
10/9/13,2013,10,9,6,8,2,38.1,108.19,7
10/9/13,2013,10,9,7,3,0,11.3,43.64,4
10/9/13,2013,10,9,8,8,0,44.5,70.03,84
10/9/13,2013,10,9,9,5,0,16.9,65.4,2
10/9/13,2013,10,9,10,6,0,31.4,51.8,89
10/9/13,2013,10,9,11,7,1,32.8,16.53,10
10/9/13,2013,10,9,12,5,0,10.2,4.7,36
10/9/13,2013,10,9,13,8,0,29.9,34.9,9
10/9/13,2013,10,9,14,9,0,31.2,51.77,8
10/9/13,2013,10,9,15,9,1,32.8,0.2,304
10/9/13,2013,10,9,16,6,0,16.6,58.18,82
10/9/13,2013,10,9,17,17,0,63,70.71,84
10/9/13,2013,10,9,18,9,1,32.8,2.29,191
10/9/13,2013,10,9,19,8,0,30.3,38.03,223
10/9/13,2013,10,9,20,10,0,26.6,131.61,147
10/9/13,2013,10,9,21,5,0,29,128,3
10/9/13,2013,10,9,22,10,0,40.9,119.95,34
10/9/13,2013,10,9,23,4,0,15.8,17.5,47
10/10/13,2013,10,10,0,9,0,36.1,153.56,439
10/10/13,2013,10,10,1,7,0,37.8,155.88,278
10/10/13,2013,10,10,2,4,0,12.1,19.2,257
10/10/13,2013,10,10,3,7,0,17.5,153.57,24
10/10/13,2013,10,10,4,8,0,38.2,19.36,171
10/10/13,2013,10,10,5,4,0,19.1,23.64,19
10/10/13,2013,10,10,6,4,1,22.4,0,30
10/10/13,2013,10,10,7,5,0,17,57.5,4
10/10/13,2013,10,10,8,11,0,55.7,151.73,199
10/10/13,2013,10,10,9,4,0,23.5,40.9,1
10/10/13,2013,10,10,10,8,0,41.6,10.3,140
10/10/13,2013,10,10,11,2,0,7.7,0,76
10/10/13,2013,10,10,12,6,0,27.8,22.03,55
10/10/13,2013,10,10,13,11,1,48.3,28.3,216
10/10/13,2013,10,10,14,6,0,24.1,31.84,242
10/10/13,2013,10,10,15,3,0,14.9,0,70
10/10/13,2013,10,10,16,9,0,29.4,91.34,56
10/10/13,2013,10,10,17,8,0,32.2,93.2,105
10/10/13,2013,10,10,18,5,0,20.1,6.62,89
10/10/13,2013,10,10,19,12,0,55.5,126.81,100
10/10/13,2013,10,10,20,6,1,35.4,76.02,578
10/10/13,2013,10,10,21,3,0,7.9,0,0
10/10/13,2013,10,10,22,9,0,34.5,123.02,389
10/10/13,2013,10,10,23,8,0,45.8,39.8,92
10/11/13,2013,10,11,0,3,0,13.4,33.64,255
10/11/13,2013,10,11,1,11,1,43.7,92.98,66
10/11/13,2013,10,11,2,7,0,26.1,44,4
10/11/13,2013,10,11,3,3,0,11.4,0,0
10/11/13,2013,10,11,4,5,0,22.7,91.8,546
10/11/13,2013,10,11,5,6,0,26.9,63.65,63
10/11/13,2013,10,11,6,6,0,16.9,52.54,220
10/11/13,2013,10,11,7,6,0,23.9,0.91,1
10/11/13,2013,10,11,8,2,0,7.6,3.7,0
10/11/13,2013,10,11,9,6,0,12.4,80.92,62
10/11/13,2013,10,11,10,4,0,17.5,46.71,129
10/11/13,2013,10,11,11,8,0,39.4,0,0
10/11/13,2013,10,11,12,5,0,27.9,10.9,77
10/11/13,2013,10,11,13,7,0,24.4,15.2,100
10/11/13,2013,10,11,14,6,0,23.6,52.3,29
10/11/13,2013,10,11,15,4,0,17.7,0.002,0
10/11/13,2013,10,11,16,5,0,14.9,46.24,94
10/11/13,2013,10,11,17,6,0,25.1,18.43,418
10/11/13,2013,10,11,18,6,0,22.4,8.022,104
10/11/13,2013,10,11,19,9,0,34.8,42.78,43
10/11/13,2013,10,11,20,5,0,20.7,5.36,274
10/11/13,2013,10,11,21,6,0,38,27.55,36
10/11/13,2013,10,11,22,10,0,41.4,148.52,167
10/11/13,2013,10,11,23,4,0,15.6,23.2,319
10/12/13,2013,10,12,0,1,0,1,0,4
10/12/13,2013,10,12,1,5,0,13.3,37.83,0
10/12/13,2013,10,12,2,4,0,12.3,0.6,280
10/12/13,2013,10,12,3,7,0,33,128.73,356
10/12/13,2013,10,12,4,5,0,22.6,128.7,177
10/12/13,2013,10,12,5,7,0,27.2,123.35,160
10/12/13,2013,10,12,6,6,0,15.6,24.86,56
10/12/13,2013,10,12,7,6,0,36.7,22.93,31
10/12/13,2013,10,12,8,5,0,29.5,6.61,0
10/12/13,2013,10,12,9,10,0,41.2,220.2,51
10/12/13,2013,10,12,10,4,0,9,12.9,145
10/12/13,2013,10,12,11,3,0,13.1,5.99,400
10/12/13,2013,10,12,12,4,0,23.5,42.17,27
10/12/13,2013,10,12,13,2,0,9.1,0,0
10/12/13,2013,10,12,14,7,0,23.1,19.83,72
10/12/13,2013,10,12,15,8,0,37.9,16.66,148
10/12/13,2013,10,12,16,5,0,35.2,41.97,19
10/12/13,2013,10,12,17,7,0,22.6,60.89,240
10/12/13,2013,10,12,18,7,0,27.7,0,0
10/12/13,2013,10,12,19,8,0,26.8,13.7,432
10/12/13,2013,10,12,20,5,0,16.4,6.46,252
10/12/13,2013,10,12,21,2,0,5.6,22.7,161
10/12/13,2013,10,12,22,8,0,13.8,80.4,285
10/12/13,2013,10,12,23,8,0,32.9,96.3,46
10/13/13,2013,10,13,0,6,0,16.9,40.74,60
10/13/13,2013,10,13,1,7,1,21.4,42.57,96
10/13/13,2013,10,13,2,7,0,38,47.94,110
10/13/13,2013,10,13,3,2,0,8.3,0,0
10/13/13,2013,10,13,4,4,0,31.4,29.21,9
10/13/13,2013,10,13,5,5,0,20.5,59.09,5
10/13/13,2013,10,13,6,8,0,43.7,121.47,5
10/13/13,2013,10,13,7,3,0,14.8,114.41,87
10/13/13,2013,10,13,8,2,0,13.6,0,33
10/13/13,2013,10,13,9,3,0,11.6,42.9,7
10/13/13,2013,10,13,10,4,0,18.6,81.93,0
10/13/13,2013,10,13,11,7,0,37.3,17.25,201
10/13/13,2013,10,13,12,7,0,39.9,50.35,265
10/13/13,2013,10,13,13,3,0,15.9,0,0
10/13/13,2013,10,13,14,3,0,9.3,26.4,66
10/13/13,2013,10,13,15,4,0,20.1,6.82,40
10/13/13,2013,10,13,16,2,0,7.5,42.47,0
10/13/13,2013,10,13,17,10,0,49.3,77.95,103
10/13/13,2013,10,13,18,6,0,37.3,22.9,236
10/13/13,2013,10,13,19,5,0,11.8,8.71,40
10/13/13,2013,10,13,20,8,0,31.7,0,123
10/13/13,2013,10,13,21,6,0,25.8,5.57,29
10/13/13,2013,10,13,22,5,0,21.7,67.76,39
10/13/13,2013,10,13,23,10,0,33.3,175.76,95
10/14/13,2013,10,14,0,3,0,11.4,28.15,311
10/14/13,2013,10,14,1,7,0,37.5,120.17,435
10/14/13,2013,10,14,2,5,0,13.6,34.96,208
10/14/13,2013,10,14,3,8,0,41.8,13.67,482
10/14/13,2013,10,14,4,4,0,21.7,0,100
10/14/13,2013,10,14,5,8,0,32.8,0.5,253
10/14/13,2013,10,14,6,11,0,43.7,144.46,316
10/14/13,2013,10,14,7,5,0,37,0,189
10/14/13,2013,10,14,8,6,0,19.6,85.09,102
10/14/13,2013,10,14,9,6,0,23.7,0.46,453
10/14/13,2013,10,14,10,3,0,6.9,50.06,199
10/14/13,2013,10,14,11,3,0,20.6,44.83,0
10/14/13,2013,10,14,12,5,0,14.9,13.49,1
10/14/13,2013,10,14,13,2,0,4.5,0,54
10/14/13,2013,10,14,14,5,0,22.3,3.34,225
10/14/13,2013,10,14,15,6,0,39.3,20.9,28
10/14/13,2013,10,14,16,5,0,22.8,42.56,152
10/14/13,2013,10,14,17,4,0,19.3,38.15,44
10/14/13,2013,10,14,18,5,0,29.7,45.62,133
10/14/13,2013,10,14,19,6,0,32,8.16,21
10/14/13,2013,10,14,20,3,0,7.8,0,0
10/14/13,2013,10,14,21,4,0,28.4,11.81,174
10/14/13,2013,10,14,22,8,0,24.5,79.24,38
10/14/13,2013,10,14,23,2,0,10.2,5.1,281
10/15/13,2013,10,15,0,5,0,29.4,45.64,281
10/15/13,2013,10,15,1,7,0,38,33.24,536
10/15/13,2013,10,15,2,7,0,18.1,38.64,304
10/15/13,2013,10,15,3,6,0,44.5,48.48,338
10/15/13,2013,10,15,4,4,0,14.8,54.76,5
10/15/13,2013,10,15,5,7,0,40.3,97.59,187
10/15/13,2013,10,15,6,6,0,29.4,179.1,15
10/15/13,2013,10,15,7,4,0,25.6,12.5,45
10/15/13,2013,10,15,8,8,0,41.7,77.76,372
10/15/13,2013,10,15,9,9,0,56.1,48.35,281
10/15/13,2013,10,15,10,3,0,14.8,35.5,87
10/15/13,2013,10,15,11,6,0,36.8,133.751,14
10/15/13,2013,10,15,12,1,0,2,0,0
10/15/13,2013,10,15,13,6,0,10.9,31.38,150
10/15/13,2013,10,15,14,7,0,29,31.75,180
10/15/13,2013,10,15,15,4,0,21.7,22,6
10/15/13,2013,10,15,16,14,0,36.6,66.16,279
10/15/13,2013,10,15,17,7,0,32.7,29.13,82
10/15/13,2013,10,15,18,6,0,25.4,0,148
10/15/13,2013,10,15,19,7,0,31.9,27.8,3
10/15/13,2013,10,15,20,3,0,6.1,0,3
10/15/13,2013,10,15,21,9,0,56.8,82.4,105
10/15/13,2013,10,15,22,11,0,58.8,103.35,2
10/15/13,2013,10,15,23,3,0,9.5,0,164
10/16/13,2013,10,16,0,7,0,41.7,30.12,355
10/16/13,2013,10,16,1,9,0,40.9,136.48,79
10/16/13,2013,10,16,2,5,0,22.8,47.122,2
10/16/13,2013,10,16,3,6,0,17.4,49.84,248
10/16/13,2013,10,16,4,13,0,63.6,70.18,1040
10/16/13,2013,10,16,5,3,0,9.1,8.45,149
10/16/13,2013,10,16,6,7,0,29,43.6,316
10/16/13,2013,10,16,7,4,0,19,44.3,181
10/16/13,2013,10,16,8,5,0,22.2,60.3,37
10/16/13,2013,10,16,9,2,0,6.1,12.5,0
10/16/13,2013,10,16,10,4,0,14.4,2.3,105
10/16/13,2013,10,16,11,5,0,20.4,2.06,311
10/16/13,2013,10,16,12,5,0,28.8,11.91,11
10/16/13,2013,10,16,13,12,0,66.5,115.93,48
10/16/13,2013,10,16,14,8,0,26,14.8,68
10/16/13,2013,10,16,15,10,0,31.9,2.73,185
10/16/13,2013,10,16,16,5,0,14.1,9.31,0
10/16/13,2013,10,16,17,7,0,23.8,57.9,56
10/16/13,2013,10,16,18,9,0,29.6,44.67,158
10/16/13,2013,10,16,19,9,0,33.8,37.11,379
10/16/13,2013,10,16,20,6,0,26.7,40.941,11
10/16/13,2013,10,16,21,4,0,20.6,60.75,218
10/16/13,2013,10,16,22,8,0,35.3,58,50
10/16/13,2013,10,16,23,7,0,29.6,83.32,14
10/17/13,2013,10,17,0,12,0,57.2,83.24,320
10/17/13,2013,10,17,1,6,0,25.7,13.3,109
10/17/13,2013,10,17,2,4,0,7.4,82,0
10/17/13,2013,10,17,3,6,0,19.6,85.86,148
10/17/13,2013,10,17,4,10,0,59.2,13.35,251
10/17/13,2013,10,17,5,7,0,37.3,42.3,46
10/17/13,2013,10,17,6,6,0,23.8,86,15
10/17/13,2013,10,17,7,11,0,62.1,24.6,77
10/17/13,2013,10,17,8,3,0,16.9,0.6,2
10/17/13,2013,10,17,9,10,0,54.6,119.5,43
10/17/13,2013,10,17,10,6,0,22,102.9,270
10/17/13,2013,10,17,11,2,0,10.4,0,140
10/17/13,2013,10,17,12,7,0,36.4,3.85,135
10/17/13,2013,10,17,13,6,0,23.1,37.04,28
10/17/13,2013,10,17,14,4,0,22.4,0,227
10/17/13,2013,10,17,15,6,0,34.1,14.06,151
10/17/13,2013,10,17,16,3,0,15.1,27.32,5
10/17/13,2013,10,17,17,7,0,27.4,23.53,384
10/17/13,2013,10,17,18,6,0,25.2,44.12,368
10/17/13,2013,10,17,19,10,0,28.4,48.61,17
10/17/13,2013,10,17,20,4,0,11.1,45.52,251
10/17/13,2013,10,17,21,2,0,4.5,0,0
10/17/13,2013,10,17,22,10,0,68.6,65.01,18
10/17/13,2013,10,17,23,9,0,41,111.47,670
10/18/13,2013,10,18,0,9,0,59.3,120.85,315
10/18/13,2013,10,18,1,8,0,17.9,51.63,158
10/18/13,2013,10,18,2,7,0,28.3,101.69,79
10/18/13,2013,10,18,3,2,0,6.3,0,0
10/18/13,2013,10,18,4,4,0,23.8,45,1
10/18/13,2013,10,18,5,12,0,62.5,85.96,563
10/18/13,2013,10,18,6,6,0,23.9,160.97,1
10/18/13,2013,10,18,7,4,0,15.3,60.01,63
10/18/13,2013,10,18,8,5,0,22.3,64.58,70
10/18/13,2013,10,18,9,3,0,17.8,37.5,3
10/18/13,2013,10,18,10,3,0,14,0,95
10/18/13,2013,10,18,11,12,0,61.6,99.21,98
10/18/13,2013,10,18,12,12,0,61.5,133.65,53
10/18/13,2013,10,18,13,8,0,18.6,79.471,174
10/18/13,2013,10,18,14,7,0,32.6,6.08,58
10/18/13,2013,10,18,15,7,0,19.1,81.19,18
10/18/13,2013,10,18,16,7,0,27.6,48.3,152
10/18/13,2013,10,18,17,5,0,15.5,0,131
10/18/13,2013,10,18,18,9,0,25.6,32.41,207
10/18/13,2013,10,18,19,4,0,12.7,46.47,13
10/18/13,2013,10,18,20,8,0,34.5,1.42,12
10/18/13,2013,10,18,21,6,0,33.2,51.961,202
10/18/13,2013,10,18,22,7,0,27.4,52.01,53
10/18/13,2013,10,18,23,8,0,36.3,81.17,54
10/19/13,2013,10,19,0,10,1,40.9,61.22,188
10/19/13,2013,10,19,1,5,0,28.6,42.01,208
10/19/13,2013,10,19,2,3,0,7.4,17.9,203
10/19/13,2013,10,19,3,1,0,5.4,70.77,2
10/19/13,2013,10,19,4,6,0,27.9,62.82,7
10/19/13,2013,10,19,5,4,0,11.3,5.62,0
10/19/13,2013,10,19,6,8,0,35.6,66.47,77
10/19/13,2013,10,19,7,4,0,9.4,58.2,284
10/19/13,2013,10,19,8,2,0,7.7,6.19,20
10/19/13,2013,10,19,9,7,0,23.6,127.29,227
10/19/13,2013,10,19,10,2,0,5.8,35,0
10/19/13,2013,10,19,11,7,0,18.8,40.11,171
10/19/13,2013,10,19,12,8,0,37.9,16.01,81
10/19/13,2013,10,19,13,5,0,22.6,38.72,0
10/19/13,2013,10,19,14,13,0,57,29.65,94
10/19/13,2013,10,19,15,3,0,13.5,0,0
10/19/13,2013,10,19,16,7,0,21.3,46.63,37
10/19/13,2013,10,19,17,10,0,40.8,105.12,95
10/19/13,2013,10,19,18,4,0,12.1,62.09,8
10/19/13,2013,10,19,19,9,0,43.5,111.27,167
10/19/13,2013,10,19,20,6,0,15.5,20.06,187
10/19/13,2013,10,19,21,5,0,10.2,0,0
10/19/13,2013,10,19,22,10,1,31.4,62.3,344
10/19/13,2013,10,19,23,5,0,13.4,73.4,376
10/20/13,2013,10,20,0,1,0,0.9,0,0
10/20/13,2013,10,20,1,2,0,10.7,20.6,104
10/20/13,2013,10,20,2,5,0,17.7,19.14,0
10/20/13,2013,10,20,3,5,0,17.7,79.07,24
10/20/13,2013,10,20,4,8,0,43.3,0.3,353
10/20/13,2013,10,20,5,5,0,20.2,43.5,68
10/20/13,2013,10,20,6,5,0,30.1,84.34,224
10/20/13,2013,10,20,7,1,0,3.6,32.3,0
10/20/13,2013,10,20,8,3,0,12.3,0,304
10/20/13,2013,10,20,9,6,0,24.1,114.17,240
10/20/13,2013,10,20,10,6,0,25.2,51.69,133
10/20/13,2013,10,20,11,5,0,35.5,52.98,24
10/20/13,2013,10,20,12,8,0,49.3,18.52,153
10/20/13,2013,10,20,13,5,0,24.3,5.93,16
10/20/13,2013,10,20,14,6,0,25.3,51.51,10
10/20/13,2013,10,20,15,7,0,33.8,3.43,473
10/20/13,2013,10,20,16,8,0,27.9,2.74,43
10/20/13,2013,10,20,17,9,0,32.1,91.96,10
10/20/13,2013,10,20,18,3,0,20,53.96,19
10/20/13,2013,10,20,19,2,0,3.5,0,0
10/20/13,2013,10,20,20,8,0,25.4,23.47,263
10/20/13,2013,10,20,21,2,0,9,0,0
10/20/13,2013,10,20,22,7,0,40.8,103.08,33
10/20/13,2013,10,20,23,11,0,49.8,180.47,142
10/21/13,2013,10,21,0,1,0,2.8,42.87,0
10/21/13,2013,10,21,1,13,1,60.1,69.52,1034
10/21/13,2013,10,21,2,4,0,19.1,0,346
10/21/13,2013,10,21,3,3,0,12.2,3.59,10
10/21/13,2013,10,21,4,6,0,24.5,51.92,16
10/21/13,2013,10,21,5,4,0,22.5,61.85,161
10/21/13,2013,10,21,6,2,0,12.7,16.43,0
10/21/13,2013,10,21,7,7,0,33.1,50.61,11
10/21/13,2013,10,21,8,6,0,25,109.01,58
10/21/13,2013,10,21,9,5,0,25.3,12.92,351
10/21/13,2013,10,21,10,7,0,40.4,35.97,3
10/21/13,2013,10,21,11,10,0,41.6,37.5,17
10/21/13,2013,10,21,12,5,0,12.3,10.56,29
10/21/13,2013,10,21,13,6,0,23.7,51.12,5
10/21/13,2013,10,21,14,5,0,12.9,2.75,133
10/21/13,2013,10,21,15,6,0,22.8,44.47,39
10/21/13,2013,10,21,16,6,0,15.4,40.77,79
10/21/13,2013,10,21,17,13,0,37.4,36.95,169
10/21/13,2013,10,21,18,6,1,21.7,0.31,12
10/21/13,2013,10,21,19,6,0,14.4,47.48,267
10/21/13,2013,10,21,20,12,0,58.8,196.39,90
10/21/13,2013,10,21,21,6,0,23.7,121.3,125
10/21/13,2013,10,21,22,8,0,36.4,77.92,333
10/21/13,2013,10,21,23,11,0,36.4,99.61,314
10/22/13,2013,10,22,0,7,0,39,80.59,487
10/22/13,2013,10,22,1,9,0,52.5,149.65,198
10/22/13,2013,10,22,2,3,0,7.8,95.93,133
10/22/13,2013,10,22,3,8,0,34.1,81.11,338
10/22/13,2013,10,22,4,5,0,19.2,24.59,144
10/22/13,2013,10,22,5,8,0,47.3,40.33,41
10/22/13,2013,10,22,6,5,0,29.3,75.14,262
10/22/13,2013,10,22,7,6,0,20.2,25.68,95
10/22/13,2013,10,22,8,5,0,17.5,20.17,134
10/22/13,2013,10,22,9,7,0,34.5,91.9,239
10/22/13,2013,10,22,10,7,1,42.4,42.86,105
10/22/13,2013,10,22,11,4,0,23.4,19.63,25
10/22/13,2013,10,22,12,6,0,25,32.04,19
10/22/13,2013,10,22,13,5,1,6.3,52.51,75
10/22/13,2013,10,22,14,13,1,41.9,27.9,405
10/22/13,2013,10,22,15,3,1,4.6,0,6
10/22/13,2013,10,22,16,8,1,27.6,84.29,423
10/22/13,2013,10,22,17,3,0,5.2,40.8,10
10/22/13,2013,10,22,18,3,0,7.6,10.71,2
10/22/13,2013,10,22,19,7,1,23.9,92.9,13
10/22/13,2013,10,22,20,4,0,12.2,16.2,4
10/22/13,2013,10,22,21,10,0,54.5,85.75,445
10/22/13,2013,10,22,22,9,0,29.4,43.49,50
10/22/13,2013,10,22,23,4,1,14.7,0,0
10/23/13,2013,10,23,0,9,0,57.6,83.79,250
10/23/13,2013,10,23,1,5,0,8.3,57.75,1
10/23/13,2013,10,23,2,2,0,14.1,3.13,4
10/23/13,2013,10,23,3,7,0,28.5,144.18,277
10/23/13,2013,10,23,4,11,0,49.3,29.81,440
10/23/13,2013,10,23,5,5,0,31.8,44,356
10/23/13,2013,10,23,6,2,0,15.4,0,0
10/23/13,2013,10,23,7,1,0,0.7,18.9,11
10/23/13,2013,10,23,8,3,0,3.4,74.1,216
10/23/13,2013,10,23,9,1,0,3.1,1.3,56
10/23/13,2013,10,23,10,2,0,5.2,6.3,49
10/23/13,2013,10,23,11,5,0,16.2,12.23,45
10/23/13,2013,10,23,12,8,0,28.4,75.17,147
10/23/13,2013,10,23,13,6,0,26,3,0
10/23/13,2013,10,23,14,7,0,29.7,25.74,77
10/23/13,2013,10,23,15,15,0,60.7,60.35,22
10/23/13,2013,10,23,16,2,0,2.1,0,0
10/23/13,2013,10,23,17,8,0,31,8.7,189
10/23/13,2013,10,23,18,8,0,38.2,21.9,167
10/23/13,2013,10,23,19,9,2,46.4,49,366
10/23/13,2013,10,23,20,6,0,20.5,118.2,0
10/23/13,2013,10,23,21,4,0,10.9,24.2,259
